id_vendedor,nome_vendedor,id_area_vendas,area_vendas
214,Lívia,Região Leste
215,Isadora,Região Sul
216,Bryan,Região Oeste
217,Leandro,Região Sul
218,Isaac,Região Oeste
219,Ana Laura,Região Oeste
220,Ana Lívia,Região Leste
221,Augusto,Região Leste
222,Mariana,Região Sul
223,Igor,Região Oeste
224,Cauã,Região Leste
225,Lucas Gabriel,Região Leste
226,Luigi,Região Norte
227,Arthur,Região Norte
228,Kevin,Região Leste
229,Lavínia,Região Leste
230,Matheus,Região Oeste
231,Mirella,Região Sul
232,Giovanna,Região Sul
233,Arthur,Região Norte
234,Sabrina,Região Sul
235,Diogo,Região Leste
236,Julia,Região Leste
237,Luiz Fernando,Região Sul
238,Joaquim,Região Norte
239,Vinicius,Região Oeste
240,Alícia,Região Sul
241,Gabriel,Região Leste
242,Davi,Região Leste
243,Esther,Região Leste
244,Pietro,Região Leste
245,Joaquim,Região Sul
246,Brenda,Região Oeste
247,Caio,Região Sul
248,Maitê,Região Oeste
249,Ana Luiza,Região Norte
250,Emanuelly,Região Sul
251,Bianca,Região Leste
252,Otávio,Região Leste
253,Luiz Henrique,Região Sul
254,Sophie,Região Oeste
255,Erick,Região Sul
256,João Gabriel,Região Sul
257,Laís,Região Leste
258,Lucas Gabriel,Região Oeste
259,Stella,Região Leste
260,Pietra,Região Leste
261,Ana Carolina,Região Norte
262,Lorena,Região Oeste
263,Luiz Fernando,Região Leste
264,Clarice,Região Oeste
265,Guilherme,Região Leste
266,Isis,Região Leste
267,Eduardo,Região Leste
268,Erick,Região Norte
269,Anthony,Região Norte
270,Yasmin,Região Leste
271,Davi Lucca,Região Oeste
272,Davi Lucca,Região Norte
273,Lucas Gabriel,Região Sul
274,Nicole,Região Oeste
275,Diogo,Região Norte
276,João Lucas,Região Sul
277,Benjamin,Região Sul
278,Raquel,Região Oeste
279,Beatriz,Região Sul
280,Thiago,Região Oeste
281,Raul,Região Leste
282,Lorenzo,Região Sul
283,Juliana,Região Sul
284,Nicolas,Região Sul
285,Rafael,Região Sul
286,Sarah,Região Norte
287,Ryan,Região Sul
288,Ana Lívia,Região Leste
289,Gabriela,Região Norte
290,André,Região Sul
291,Matheus,Região Oeste
292,Rafaela,Região Leste
293,Bryan,Região Leste
294,Davi Lucca,Região Leste
295,Pietro,Região Norte
296,Milena,Região Oeste
297,Ana Laura,Região Leste
298,Bernardo,Região Oeste
299,Maria Eduarda,Região Sul
300,Thiago,Região Leste
301,Murilo,Região Sul
302,Bernardo,Região Oeste
303,Otávio,Região Oeste
304,Maria Eduarda,Região Sul
305,Levi,Região Sul
306,Rebeca,Região Oeste
307,João Felipe,Região Norte
308,Elisa,Região Norte
309,Emanuel,Região Norte
310,Manuela,Região Sul
311,Mariana,Região Norte
312,Vitória,Região Sul
313,Maria Cecília,Região Norte
314,Maria Vitória,Região Leste
315,Luiz Otávio,Região Leste
316,Marina,Região Oeste
317,André,Região Leste
318,Caio,Região Leste
319,Erick,Região Norte
320,Gustavo,Região Sul
321,Sophie,Região Norte
322,Juan,Região Oeste
323,Sophia,Região Leste
324,Maria Clara,Região Sul
325,Pedro Henrique,Região Sul
326,Esther,Região Oeste
327,Alice,Região Norte
328,João Lucas,Região Oeste
329,Yago,Região Oeste
330,Lucas,Região Sul
331,Carolina,Região Oeste
332,Vitor Gabriel,Região Norte
333,Nathan,Região Oeste
334,Sarah,Região Sul
335,Ana Lívia,Região Oeste
336,Davi,Região Oeste
337,João Vitor,Região Leste
338,Lívia,Região Oeste
339,João Guilherme,Região Sul
340,Gustavo,Região Leste
341,Marcela,Região Leste
342,Vitor Hugo,Região Sul
343,Guilherme,Região Sul
344,Catarina,Região Norte
345,Heitor,Região Oeste
346,Clara,Região Sul
347,Gustavo Henrique,Região Leste
348,Gabriel,Região Sul
349,Pedro Lucas,Região Leste
350,Catarina,Região Sul
351,Guilherme,Região Oeste
352,Igor,Região Oeste
353,Ana Luiza,Região Sul
354,Pedro Miguel,Região Sul
355,Pietro,Região Leste
356,Alana,Região Oeste
357,Guilherme,Região Leste
358,Luiza,Região Sul
359,Amanda,Região Oeste
360,Sarah,Região Oeste
361,Vitor Gabriel,Região Oeste
362,Maria Cecília,Região Sul
363,Augusto,Região Oeste
364,Natália,Região Norte
365,Maria Alice,Região Leste
366,Augusto,Região Oeste
367,Isis,Região Sul
368,Miguel,Região Oeste
369,Maitê,Região Leste
370,Luiz Gustavo,Região Leste
371,Francisco,Região Sul
372,Luigi,Região Sul
373,Cauã,Região Sul
374,Vitória,Região Oeste
375,Ana Lívia,Região Oeste
376,Luiz Miguel,Região Oeste
377,Paulo,Região Oeste
378,Murilo,Região Norte
379,Julia,Região Leste
380,Lucas Gabriel,Região Norte
381,Catarina,Região Sul
382,Arthur,Região Sul
383,Sarah,Região Leste
384,Gustavo Henrique,Região Norte
385,Bruna,Região Sul
386,João Pedro,Região Norte
387,João Felipe,Região Sul
388,Alexandre,Região Leste
389,Diego,Região Sul
390,Daniela,Região Sul
391,Cecília,Região Oeste
392,Yasmin,Região Leste
393,Rafael,Região Leste
394,Bruna,Região Oeste
395,Larissa,Região Leste
396,Vitor,Região Leste
397,Stephany,Região Sul
398,Rebeca,Região Sul
399,Thomas,Região Oeste
400,Sophie,Região Norte
401,Ana Clara,Região Oeste
402,João Miguel,Região Sul
403,Maria Eduarda,Região Leste
404,Enzo,Região Leste
405,Vicente,Região Norte
406,Raquel,Região Oeste
407,André,Região Norte
408,Ana Sophia,Região Norte
409,Luiz Henrique,Região Leste
410,Eduarda,Região Leste
411,Erick,Região Norte
412,Sophia,Região Oeste
413,Luigi,Região Leste
414,Lucca,Região Oeste
415,Lorenzo,Região Norte
416,Luigi,Região Sul
417,André,Região Oeste
418,Ana Vitória,Região Sul
419,Beatriz,Região Sul
420,Bryan,Região Sul
421,Juan,Região Sul
422,Ana Sophia,Região Oeste
423,Davi,Região Leste
424,Ana Beatriz,Região Oeste
425,Rafael,Região Sul
426,Maitê,Região Leste
427,Murilo,Região Oeste
428,Vitor Gabriel,Região Norte
429,Yuri,Região Norte
430,Alexandre,Região Sul
431,Mirella,Região Leste
432,Camila,Região Norte
433,Larissa,Região Sul
434,Breno,Região Sul
435,Luiz Felipe,Região Norte
436,Luiz Felipe,Região Sul
437,Maria Sophia,Região Norte
438,Cecília,Região Oeste
439,Clarice,Região Norte
440,Daniel,Região Oeste
441,Noah,Região Oeste
442,Rafael,Região Oeste
443,Elisa,Região Sul
444,Ryan,Região Oeste
445,Bryan,Região Oeste
446,Cauã,Região Oeste
447,Davi Luiz,Região Oeste
448,Maria Julia,Região Leste
449,Pietro,Região Norte
450,Isaac,Região Oeste
451,João Gabriel,Região Oeste
452,Luna,Região Norte
453,Vicente,Região Norte
454,Valentina,Região Norte
455,Alice,Região Norte
456,Heloísa,Região Sul
457,Nina,Região Leste
458,Alícia,Região Sul
459,Fernanda,Região Sul
460,Olivia,Região Norte
461,Elisa,Região Leste
462,Vicente,Região Leste
463,Yago,Região Oeste
464,Pedro Miguel,Região Oeste
465,Ana Vitória,Região Norte
466,Rodrigo,Região Sul
467,Yuri,Região Sul
468,Pietra,Região Leste
469,Pedro,Região Sul
470,Joaquim,Região Oeste
471,Eduarda,Região Norte
472,Benjamin,Região Oeste
473,Luiz Fernando,Região Sul
474,Vitor Gabriel,Região Norte
475,Kevin,Região Sul
476,Esther,Região Norte
477,Isabelly,Região Oeste
478,Felipe,Região Leste
479,Felipe,Região Norte
480,Vitor Hugo,Região Leste
481,Emanuella,Região Leste
482,Clara,Região Sul
483,Breno,Região Sul
484,Evelyn,Região Leste
485,Esther,Região Norte
486,Daniela,Região Leste
487,Marcelo,Região Leste
488,Nicolas,Região Oeste
489,Yago,Região Norte
490,Carlos Eduardo,Região Leste
491,Davi Lucas,Região Norte
492,Vitor,Região Norte
493,Alexia,Região Sul
494,Caroline,Região Sul
495,Calebe,Região Oeste
496,Raul,Região Leste
497,Isaac,Região Leste
498,Bryan,Região Leste
499,Sabrina,Região Oeste
500,Luna,Região Norte
501,Luiz Miguel,Região Sul
502,Thiago,Região Oeste
503,Agatha,Região Leste
504,João Miguel,Região Oeste
505,Ana Luiza,Região Leste
506,Cauã,Região Oeste
507,João,Região Norte
508,Sophia,Região Leste
509,Pedro Lucas,Região Leste
510,Lorena,Região Leste
511,Maria Alice,Região Norte
512,Esther,Região Sul
513,Benjamin,Região Norte
514,Lorenzo,Região Leste
515,Sabrina,Região Oeste
516,Rodrigo,Região Sul
517,Clara,Região Sul
518,Isis,Região Leste
519,João Pedro,Região Norte
520,Nathan,Região Oeste
521,Ana Laura,Região Norte
522,Catarina,Região Sul
523,Igor,Região Sul
524,Ana Júlia,Região Leste
525,Caio,Região Leste
526,Davi Luiz,Região Oeste
527,Ana,Região Leste
528,Maria Eduarda,Região Oeste
529,Vitor,Região Oeste
530,Samuel,Região Norte
531,Daniel,Região Sul
532,Lucas,Região Leste
533,Juliana,Região Oeste
534,Lorenzo,Região Sul
535,Luiza,Região Sul
536,Agatha,Região Leste
537,Olivia,Região Oeste
538,Ian,Região Oeste
539,Brenda,Região Sul
540,Maria Cecília,Região Leste
541,Milena,Região Oeste
542,Danilo,Região Leste
543,Erick,Região Leste
544,Ryan,Região Sul
545,Lívia,Região Norte
546,Júlia,Região Norte
547,Larissa,Região Oeste
548,Carolina,Região Oeste
549,Camila,Região Norte
550,Isabel,Região Leste
551,Daniel,Região Oeste
552,Breno,Região Norte
553,Fernanda,Região Sul
554,Caio,Região Norte
555,Raul,Região Norte
556,Emanuella,Região Norte
557,Carlos Eduardo,Região Oeste
558,Bruno,Região Sul
559,Carolina,Região Leste
560,Davi Lucas,Região Oeste
561,Maria Alice,Região Leste
562,Lucca,Região Norte
563,Maria Sophia,Região Leste
564,Bruno,Região Leste
565,Natália,Região Leste
566,Ana Clara,Região Norte
567,Renan,Região Oeste
568,Lívia,Região Sul
569,Rafaela,Região Oeste
570,Pietra,Região Oeste
571,João Felipe,Região Oeste
572,João Pedro,Região Leste
573,Luiz Miguel,Região Norte
574,Isabelly,Região Norte
575,Maria Vitória,Região Norte
576,Thiago,Região Leste
577,Heloísa,Região Sul
578,Isaac,Região Norte
579,Luiz Otávio,Região Norte
580,Catarina,Região Oeste
581,João Gabriel,Região Norte
582,Agatha,Região Leste
583,Ana Clara,Região Sul
584,Amanda,Região Sul
585,Calebe,Região Leste
586,Raquel,Região Norte
587,Rafaela,Região Leste
588,João Gabriel,Região Sul
589,Ian,Região Norte
590,Carolina,Região Leste
591,Bianca,Região Sul
592,Bárbara,Região Sul
593,Rafael,Região Sul
594,Thomas,Região Norte
595,João,Região Norte
596,Isadora,Região Oeste
597,Júlia,Região Leste
598,Mariana,Região Oeste
599,Alice,Região Leste
600,Ana Julia,Região Oeste
601,Pedro Henrique,Região Norte
602,Maria Julia,Região Oeste
603,Raquel,Região Sul
604,Eduarda,Região Norte
605,Cauê,Região Oeste
606,Emilly,Região Norte
607,Lara,Região Leste
608,Heloísa,Região Sul
609,Davi Lucas,Região Sul
610,Luana,Região Sul
611,Kaique,Região Leste
612,Nathan,Região Oeste
613,Joana,Região Oeste
614,Thomas,Região Oeste
615,Kevin,Região Leste
616,Maria Luiza,Região Leste
617,Maria Alice,Região Norte
618,Anthony,Região Sul
619,Fernanda,Região Oeste
620,Alexandre,Região Sul
621,Luana,Região Sul
622,Davi Lucca,Região Norte
623,Lucca,Região Oeste
624,Paulo,Região Leste
625,Maria Sophia,Região Norte
626,Alexandre,Região Norte
627,Ana Luiza,Região Sul
628,Marcela,Região Oeste
629,Isis,Região Leste
630,Matheus,Região Norte
631,Luiz Fernando,Região Sul
632,Vicente,Região Norte
633,Sophia,Região Sul
634,Lara,Região Norte
635,Lorena,Região Norte
636,Francisco,Região Leste
637,Isis,Região Norte
638,Lara,Região Oeste
639,Maria Sophia,Região Norte
640,Nina,Região Sul
641,Brenda,Região Norte
642,Eloah,Região Leste
643,Laís,Região Oeste
644,Vicente,Região Oeste
645,Isabella,Região Norte
646,Antônio,Região Sul
647,Levi,Região Leste
648,Camila,Região Norte
649,Manuela,Região Oeste
650,Rafael,Região Sul
651,João Felipe,Região Oeste
652,Rafaela,Região Oeste
653,Theo,Região Leste
654,Leandro,Região Sul
655,Rafael,Região Sul
656,Noah,Região Leste
657,Marcelo,Região Norte
658,Lara,Região Oeste
659,Camila,Região Leste
660,Ana Carolina,Região Leste
661,Igor,Região Oeste
662,Eduarda,Região Norte
663,Luigi,Região Oeste
664,Kaique,Região Norte
665,João Gabriel,Região Sul
666,Vitória,Região Leste
667,Maria Clara,Região Sul
668,Pedro,Região Norte
669,Clarice,Região Oeste
670,Maria Alice,Região Sul
671,Melissa,Região Oeste
672,Maria Clara,Região Norte
673,Nicolas,Região Leste
674,Cauã,Região Leste
675,Isabelly,Região Leste
676,Cauê,Região Norte
677,Emanuel,Região Leste
678,Rafael,Região Leste
679,Benício,Região Sul
680,Stella,Região Leste
681,Ana,Região Sul
682,João Miguel,Região Leste
683,Pedro,Região Oeste
684,Carlos Eduardo,Região Oeste
685,Maria Vitória,Região Norte
686,Anthony,Região Leste
687,Luana,Região Leste
688,Bruna,Região Sul
689,Ana Sophia,Região Oeste
690,Fernando,Região Leste
691,Luiz Otávio,Região Leste
692,Maria,Região Leste
693,Emanuel,Região Sul
694,Emanuel,Região Oeste
695,André,Região Sul
696,Júlia,Região Sul
697,Murilo,Região Leste
698,Luigi,Região Leste
699,Maitê,Região Sul
700,Thales,Região Leste
701,Maria Luiza,Região Leste
702,Emanuel,Região Sul
703,Leandro,Região Leste
704,Valentina,Região Norte
705,Raul,Região Oeste
706,Yasmin,Região Oeste
707,Pedro Miguel,Região Norte
708,Davi Luiz,Região Norte
709,Ana Beatriz,Região Leste
710,Ana Clara,Região Leste
711,Vitor Gabriel,Região Norte
712,Nathan,Região Sul
713,Enrico,Região Norte
714,Otávio,Região Leste
715,Agatha,Região Norte
716,Kevin,Região Leste
717,Maria Fernanda,Região Sul
718,João Guilherme,Região Sul
719,Daniel,Região Oeste
720,Maitê,Região Sul
721,Pedro Lucas,Região Norte
722,Mariane,Região Leste
723,Joana,Região Leste
724,Igor,Região Oeste
725,Natália,Região Sul
726,João Guilherme,Região Norte
727,André,Região Sul
728,Kevin,Região Sul
729,Júlia,Região Norte
730,Manuela,Região Norte
731,Marina,Região Sul
732,Pietra,Região Oeste
733,Isabelly,Região Oeste
734,Mariane,Região Norte
735,Isabella,Região Norte
736,Luigi,Região Sul
737,Agatha,Região Sul
738,Marcelo,Região Leste
739,Sophie,Região Oeste
740,Luigi,Região Norte
741,Maria Fernanda,Região Sul
742,Thomas,Região Leste
743,Isaac,Região Leste
744,Joana,Região Leste
745,Rebeca,Região Leste
746,Ana Vitória,Região Norte
747,Emanuel,Região Sul
748,Milena,Região Norte
749,Luiz Otávio,Região Oeste
750,Ana Sophia,Região Sul
751,Ana Sophia,Região Leste
752,Daniela,Região Sul
753,Enzo,Região Oeste
754,Cauê,Região Oeste
755,Pietra,Região Sul
756,Letícia,Região Sul
757,Esther,Região Sul
758,Heloísa,Região Sul
759,Maitê,Região Sul
760,Isabelly,Região Sul
761,André,Região Oeste
762,Luana,Região Norte
763,Enrico,Região Sul
764,Gabriel,Região Norte
765,Cauã,Região Norte
766,Ana,Região Norte
767,Paulo,Região Sul
768,Emanuella,Região Sul
769,Daniela,Região Oeste
770,Murilo,Região Leste
771,Vitor,Região Sul
772,Letícia,Região Leste
773,João Gabriel,Região Sul
774,Yasmin,Região Leste
775,Gustavo Henrique,Região Norte
776,Maria Fernanda,Região Norte
777,Calebe,Região Leste
778,Vitor,Região Norte
779,João Felipe,Região Leste
780,Cauê,Região Leste
781,Danilo,Região Norte
782,Vinicius,Região Leste
783,João Miguel,Região Sul
784,Leonardo,Região Norte
785,Sophie,Região Leste
786,Maria Alice,Região Oeste
787,Francisco,Região Oeste
788,Eloah,Região Norte
789,Emilly,Região Norte
790,Davi Lucas,Região Norte
791,Marcos Vinicius,Região Norte
792,Davi,Região Sul
793,Cauê,Região Norte
794,Nina,Região Leste
795,Stephany,Região Norte
796,Pedro,Região Oeste
797,Olivia,Região Norte
798,Brenda,Região Oeste
799,Stephany,Região Sul
800,Emanuel,Região Sul
801,Bruno,Região Sul
802,André,Região Norte
803,Sabrina,Região Norte
804,Renan,Região Oeste
805,Calebe,Região Leste
806,Davi Luiz,Região Norte
807,Pedro Henrique,Região Oeste
808,Mirella,Região Oeste
809,Giovanna,Região Leste
810,Lavínia,Região Leste
811,Caroline,Região Oeste
812,Eloah,Região Leste
813,Pedro Lucas,Região Oeste
814,Isadora,Região Sul
815,Maria Vitória,Região Oeste
816,Maria,Região Sul
817,Clara,Região Oeste
818,Cauê,Região Norte
819,Marcos Vinicius,Região Leste
820,Sabrina,Região Leste
821,Thomas,Região Sul
822,Breno,Região Oeste
823,Agatha,Região Leste
824,Bianca,Região Norte
825,João Guilherme,Região Leste
826,Ian,Região Norte
827,Vitor Gabriel,Região Norte
828,Isabel,Região Leste
829,Leonardo,Região Oeste
830,Renan,Região Norte
831,Bruna,Região Sul
832,Raul,Região Oeste
833,Rafaela,Região Norte
834,Mariana,Região Oeste
835,Ian,Região Oeste
836,Larissa,Região Leste
837,Juan,Região Leste
838,Kevin,Região Leste
839,Luiz Otávio,Região Leste
840,Arthur,Região Leste
841,Cauã,Região Norte
842,Sabrina,Região Norte
843,João,Região Sul
844,Gabriel,Região Oeste
845,Vitor,Região Leste
846,Maria Fernanda,Região Leste
847,Daniela,Região Norte
848,Bárbara,Região Oeste
849,Thales,Região Leste
850,Matheus,Região Norte
851,Lívia,Região Sul
852,Joana,Região Sul
853,Benjamin,Região Norte
854,Lucas Gabriel,Região Sul
855,João Guilherme,Região Sul
856,Caroline,Região Sul
857,Pietro,Região Leste
858,João Miguel,Região Leste
859,Ana Luiza,Região Sul
860,Vicente,Região Leste
861,Enzo,Região Leste
862,João Lucas,Região Leste
863,Laura,Região Norte
864,Paulo,Região Oeste
865,Kamilly,Região Oeste
866,Nathan,Região Sul
867,Vitória,Região Sul
868,Alice,Região Leste
869,Ana Lívia,Região Leste
870,Emilly,Região Norte
871,Bernardo,Região Oeste
872,Maria Vitória,Região Oeste
873,Leandro,Região Leste
874,Valentina,Região Sul
875,Theo,Região Oeste
876,Olivia,Região Leste
877,Júlia,Região Oeste
878,Luiz Fernando,Região Sul
879,Rafaela,Região Oeste
880,André,Região Oeste
881,Clara,Região Leste
882,Matheus,Região Oeste
883,Julia,Região Leste
884,Maria Julia,Região Norte
885,Luiza,Região Oeste
886,Arthur,Região Oeste
887,Ryan,Região Oeste
888,Samuel,Região Leste
889,Bruna,Região Norte
890,Olivia,Região Sul
891,Ana Júlia,Região Norte
892,Mariane,Região Leste
893,Pedro Lucas,Região Norte
894,Felipe,Região Leste
895,Alexandre,Região Norte
896,Giovanna,Região Norte
897,Olivia,Região Sul
898,Calebe,Região Leste
899,Diogo,Região Norte
900,Luiz Felipe,Região Norte
901,Olivia,Região Sul
902,Carolina,Região Oeste
903,Ana Julia,Região Sul
904,Vitória,Região Leste
905,Vitor,Região Norte
906,Cauã,Região Oeste
907,Calebe,Região Sul
908,Diego,Região Oeste
909,Sophia,Região Norte
910,Kamilly,Região Leste
911,Eduarda,Região Leste
912,Noah,Região Leste
913,Clarice,Região Norte
914,Lucca,Região Sul
915,Heloísa,Região Leste
916,Murilo,Região Sul
917,Thales,Região Leste
918,Bryan,Região Oeste
919,Rodrigo,Região Leste
920,Gabrielly,Região Sul
921,Clarice,Região Sul
922,Letícia,Região Oeste
923,Ana Luiza,Região Oeste
924,Gabriel,Região Leste
925,João Vitor,Região Norte
926,Ana Beatriz,Região Sul
927,João,Região Sul
928,Caio,Região Norte
929,Luiz Miguel,Região Oeste
930,Noah,Região Norte
931,Luiz Otávio,Região Sul
932,Lívia,Região Sul
933,Caio,Região Oeste
934,Rebeca,Região Sul
935,Alexia,Região Sul
936,Marina,Região Norte
937,Emanuel,Região Sul
938,Thales,Região Norte
939,Cecília,Região Leste
940,Lucca,Região Leste
941,Lucas,Região Leste
942,Yasmin,Região Sul
943,Eduarda,Região Leste
944,Pietra,Região Sul
945,Luana,Região Sul
946,Alexia,Região Oeste
947,Pedro Henrique,Região Leste
948,Ana Clara,Região Oeste
949,Matheus,Região Sul
950,João Felipe,Região Norte
951,Henrique,Região Sul
952,Maitê,Região Sul
953,Fernando,Região Sul
954,Laís,Região Sul
955,Isabelly,Região Sul
956,Lucas,Região Leste
957,Beatriz,Região Leste
958,Sarah,Região Leste
959,Ian,Região Sul
960,Sarah,Região Leste
961,Leandro,Região Sul
962,Cauã,Região Sul
963,Maria Sophia,Região Oeste
964,Maria Fernanda,Região Norte
965,Juan,Região Norte
966,Luiz Gustavo,Região Oeste
967,Rafael,Região Norte
968,Kamilly,Região Leste
969,Eduardo,Região Leste
970,Theo,Região Sul
971,Melissa,Região Norte
972,Valentina,Região Leste
973,Renan,Região Leste
974,Cecília,Região Leste
975,Pedro Lucas,Região Sul
976,Luiz Gustavo,Região Oeste
977,Pietra,Região Norte
978,Ana Julia,Região Leste
979,Lucas,Região Oeste
980,Clara,Região Sul
981,Marcelo,Região Sul
982,Vitória,Região Oeste
983,Benício,Região Oeste
984,Enzo Gabriel,Região Oeste
985,Maria Sophia,Região Oeste
986,Davi Lucca,Região Leste
987,Catarina,Região Norte
988,Lorena,Região Oeste
989,Stephany,Região Oeste
990,Lavínia,Região Sul
991,Luiz Felipe,Região Leste
992,Maria Clara,Região Norte
993,Ryan,Região Leste
994,Cecília,Região Sul
995,Luana,Região Norte
996,Gabriel,Região Oeste
997,Olivia,Região Sul
998,Davi Lucca,Região Norte
999,Sophia,Região Leste
1000,Pietro,Região Leste
1001,Ana Beatriz,Região Leste
